lap_no,position,driver_no,lap_time,lap_time_sec,gap
40,13,7,1:40.245,100.245,35.933
40,14,10,1:39.961,99.961,37.300
40,15,99,1:40.237,100.237,39.785
41,1,44,1:36.765,96.765,
41,2,77,1:37.124,97.124,4.120
41,3,16,1:37.364,97.364,5.332
41,4,33,1:37.481,97.481,8.505
41,5,55,1:38.798,98.798,22.661
41,6,20,1:40.936,100.936,26.635
41,7,23,1:41.401,101.401,27.727
41,8,11,1:39.381,99.381,28.893
41,9,4,1:39.571,99.571,32.975
41,10,27,1:39.350,99.35,33.602
41,11,18,1:39.275,99.275,34.591
41,12,26,1:39.649,99.649,37.930
41,13,7,1:39.548,99.548,38.716
41,14,10,1:39.647,99.647,40.182
41,15,99,1:39.850,99.85,42.870
42,1,44,1:36.467,96.467,
42,2,77,1:37.030,97.03,4.683
42,3,16,1:37.111,97.111,5.976
42,4,33,1:37.321,97.321,9.359
42,5,55,1:38.792,98.792,24.986
42,6,23,1:38.073,98.073,29.333
42,7,20,1:40.568,100.568,30.736
42,8,11,1:39.432,99.432,31.858
42,9,4,1:39.329,99.329,35.837
42,10,27,1:39.373,99.373,36.508
42,11,18,1:39.369,99.369,37.493
42,12,26,1:39.499,99.499,40.962
42,13,7,1:40.105,100.105,42.354
42,14,10,1:39.794,99.794,43.509
42,15,99,1:39.794,99.794,46.197
43,1,44,1:37.207,97.207,
43,2,77,1:36.906,96.906,4.382
43,3,16,1:36.920,96.92,5.689
43,4,33,1:37.392,97.392,9.544
43,5,55,1:38.663,98.663,26.442
43,6,23,1:37.937,97.937,30.063
43,7,20,1:39.502,99.502,33.031
43,8,11,1:39.154,99.154,33.805
43,9,4,1:38.989,98.989,37.619
43,10,27,1:39.058,99.058,38.359
43,11,18,1:39.371,99.371,39.657
43,12,26,1:39.070,99.07,42.825
43,13,7,1:39.662,99.662,44.809
43,14,10,1:39.505,99.505,45.807
43,15,99,1:39.904,99.904,48.894
44,1,44,1:36.683,96.683,
44,2,77,1:36.830,96.83,4.529
44,3,16,1:36.971,96.971,5.977
44,4,33,1:37.172,97.172,10.033
44,5,55,1:38.522,98.522,28.281
44,6,23,1:37.534,97.534,30.914
44,7,11,1:38.266,98.266,35.388
44,8,20,1:41.285,101.285,37.633
44,9,4,1:39.155,99.155,40.091
44,10,27,1:39.175,99.175,40.851
44,11,18,1:38.824,98.824,41.798
44,12,26,1:38.768,98.768,44.910
44,13,7,1:39.612,99.612,47.738
44,14,10,1:39.427,99.427,48.551
44,15,99,1:39.773,99.773,51.984
45,1,44,1:36.793,96.793,
45,2,77,1:36.777,96.777,4.513
45,3,16,1:36.932,96.932,6.116
45,4,33,1:37.316,97.316,10.556
45,5,55,1:38.607,98.607,30.095
45,6,23,1:37.491,97.491,31.612
45,7,11,1:38.369,98.369,36.964
45,8,20,1:39.159,99.159,39.999
45,9,4,1:39.189,99.189,42.487
45,10,27,1:39.171,99.171,43.229
45,11,18,1:39.428,99.428,44.433
45,12,26,1:38.615,98.615,46.732
45,13,7,1:39.009,99.009,49.954
45,14,10,1:39.122,99.122,50.880
45,15,99,1:39.453,99.453,54.644
46,1,44,1:36.312,96.312,
46,2,77,1:36.725,96.725,4.926
46,3,16,1:36.587,96.587,6.391
46,4,33,1:36.991,96.991,11.235
46,5,55,1:38.677,98.677,32.460
46,6,23,1:37.957,97.957,33.257
46,7,11,1:38.213,98.213,38.865
46,8,20,1:38.908,98.908,42.595
46,9,4,1:38.805,98.805,44.980
46,10,27,1:38.837,98.837,45.754
46,11,18,1:39.184,99.184,47.305
46,12,26,1:38.713,98.713,49.133
46,13,7,1:39.215,99.215,52.857
46,14,10,1:39.311,99.311,53.879
46,15,99,1:39.433,99.433,57.765
47,1,44,1:36.392,96.392,
47,2,77,1:36.768,96.768,5.302
47,3,16,1:36.413,96.413,6.412
47,4,33,1:36.937,96.937,11.780
47,5,55,1:38.389,98.389,34.457
47,6,23,1:38.304,98.304,35.169
47,7,11,1:38.075,98.075,40.548
47,8,20,1:38.858,98.858,45.061
47,9,4,1:38.859,98.859,47.447
47,10,27,1:38.802,98.802,48.164
47,11,18,1:38.707,98.707,49.620
47,12,26,1:38.740,98.74,51.481
47,13,7,1:39.205,99.205,55.670
47,14,10,1:39.222,99.222,56.709
47,15,99,1:39.541,99.541,60.914
48,1,44,1:36.373,96.373,
48,2,77,1:36.513,96.513,5.442
48,3,16,1:36.782,96.782,6.821
48,4,33,1:37.150,97.15,12.557
48,5,23,1:37.609,97.609,36.405
48,6,55,1:41.064,101.064,39.148
48,7,11,1:38.295,98.295,42.470
48,8,20,1:38.647,98.647,47.335
48,9,4,1:39.377,99.377,50.451
48,10,27,1:39.461,99.461,51.252
48,11,18,1:39.103,99.103,52.350
48,12,26,1:40.468,100.468,55.576
48,13,7,1:39.509,99.509,58.806
48,14,10,1:39.143,99.143,59.479
48,15,99,1:39.069,99.069,63.610
49,1,44,1:37.070,97.07,
49,2,77,1:36.407,96.407,4.779
49,3,16,1:36.757,96.757,6.508
49,4,33,1:37.140,97.14,12.627
49,5,23,1:37.185,97.185,36.520
49,6,55,1:38.587,98.587,40.665
49,7,11,1:38.043,98.043,43.443
49,8,20,1:38.428,98.428,48.693
49,9,4,1:38.764,98.764,52.145
49,10,27,1:38.819,98.819,53.001
49,11,18,1:38.922,98.922,54.202
49,12,26,1:38.620,98.62,57.126
49,13,7,1:39.934,99.934,61.670
49,14,10,1:40.162,100.162,62.571
49,15,99,1:39.172,99.172,65.712
50,1,44,1:37.096,97.096,
50,2,77,1:36.316,96.316,3.999
50,3,16,1:36.754,96.754,6.166
50,4,33,1:37.060,97.06,12.591
50,5,23,1:36.762,96.762,36.186
50,6,55,1:38.425,98.425,41.994
50,7,11,1:38.309,98.309,44.656
50,8,20,1:38.427,98.427,50.024
50,9,4,1:38.570,98.57,53.619
50,10,27,1:38.717,98.717,54.622
50,11,18,1:38.698,98.698,55.804
50,12,26,1:38.581,98.581,58.611
50,13,7,1:38.991,98.991,63.565
50,14,10,1:39.027,99.027,64.502
50,15,99,1:38.976,98.976,67.592
51,1,44,1:35.761,95.761,
51,2,77,1:36.801,96.801,5.039
51,3,16,1:36.895,96.895,7.300
51,4,33,1:37.307,97.307,14.137
51,5,23,1:38.179,98.179,38.604
51,6,55,1:38.345,98.345,44.578
51,7,11,1:38.247,98.247,47.142
51,8,20,1:38.207,98.207,52.470
51,9,4,1:38.363,98.363,56.221
51,10,27,1:38.625,98.625,57.486
51,11,18,1:38.698,98.698,58.741
51,12,26,1:38.238,98.238,61.088
51,13,7,1:38.589,98.589,66.393
51,14,10,1:38.606,98.606,67.347
51,15,99,1:38.696,98.696,70.527
52,1,44,1:36.951,96.951,
52,2,77,1:36.784,96.784,4.872
52,3,16,1:36.193,96.193,6.542
52,4,33,1:37.599,97.599,14.785
52,5,23,1:37.663,97.663,39.316
52,6,55,1:38.519,98.519,46.146
52,7,11,1:38.332,98.332,48.523
52,8,20,1:38.407,98.407,53.926
52,9,4,1:38.301,98.301,57.571
52,10,27,1:39.064,99.064,59.599
52,11,18,1:38.697,98.697,60.487
52,12,26,1:38.228,98.228,62.365
52,13,7,1:38.636,98.636,68.078
52,14,10,1:38.849,98.849,69.245
52,15,99,1:38.950,98.95,72.526
53,1,44,1:38.277,98.277,
53,2,77,1:37.234,97.234,3.829
53,3,16,1:36.947,96.947,5.212
53,4,33,1:37.702,97.702,14.210
53,5,23,1:37.309,97.309,38.348
53,6,55,1:38.020,98.02,45.889
53,7,11,1:38.482,98.482,48.728
53,8,20,1:38.130,98.13,53.779
53,9,4,1:38.455,98.455,57.749
53,10,27,1:38.519,98.519,59.841
53,11,18,1:38.611,98.611,60.821
53,12,26,1:38.408,98.408,62.496
53,13,7,1:39.109,99.109,68.910
53,14,10,1:39.108,99.108,70.076
53,15,99,1:39.097,99.097,73.346
